species,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
Tree shrew,FHL1,0,0.758356565,0.292,0.107,0,endothelial
Tree shrew,EMP2,0,0.75722324,0.289,0.121,0,endothelial
Tree shrew,PRKCH,0,0.756278306,0.318,0.081,0,endothelial
Tree shrew,CEACAM16,0,0.755068897,0.22,0.059,0,endothelial
Tree shrew,GAS2L1,0,0.753524846,0.294,0.12,0,endothelial
Tree shrew,EFNB1,0,0.753372092,0.194,0.052,0,endothelial
Tree shrew,ST3GAL2li1,0,0.752335,0.283,0.104,0,endothelial
Tree shrew,RIN2,0,0.750505538,0.254,0.069,0,endothelial
Tree shrew,VMN2R116li68,0,0.748719788,0.29,0.145,0,endothelial
Tree shrew,DPYSL2,0,0.748220226,0.361,0.17,0,endothelial
Tree shrew,NCOA7,0,0.747648237,0.331,0.184,0,endothelial
Tree shrew,GALNT18,0,0.747043501,0.203,0.014,0,endothelial
Tree shrew,VEGFC,0,0.746034815,0.2,0.05,0,endothelial
Tree shrew,PTMA,0,0.742726729,0.922,0.826,0,endothelial
Tree shrew,SERTAD1,0,0.741203262,0.347,0.171,0,endothelial
Tree shrew,TRIM56,0,0.738623909,0.314,0.154,0,endothelial
Tree shrew,HSPA5,0,0.738044439,0.678,0.562,0,endothelial
Tree shrew,ABCC4,0,0.73592528,0.244,0.082,0,endothelial
Tree shrew,BCAM,0,0.73578358,0.226,0.092,0,endothelial
Tree shrew,RRAS,0,0.734899946,0.373,0.222,0,endothelial
Tree shrew,CD9,0,0.734051569,0.397,0.17,0,endothelial
Tree shrew,ANKS1A,0,0.733399025,0.292,0.133,0,endothelial
Tree shrew,IPO11,0,0.73149474,0.228,0.065,0,endothelial
Tree shrew,MYH9-AS-4,0,0.730526619,0.2,0.018,0,endothelial
Tree shrew,ACSL5,0,0.729738625,0.231,0.045,0,endothelial
Tree shrew,PXDN,0,0.728312652,0.218,0.021,0,endothelial
Tree shrew,MEF2A,0,0.725875175,0.416,0.272,0,endothelial
Tree shrew,TSORFli663,0,0.721451098,0.382,0.279,0,endothelial
Tree shrew,BCAT1,0,0.71927602,0.338,0.15,0,endothelial
Tree shrew,CYB5R3,0,0.717296658,0.39,0.264,0,endothelial
Tree shrew,VAT1,0,0.716806564,0.388,0.257,0,endothelial
Tree shrew,SPRED1,0,0.716687171,0.29,0.134,0,endothelial
Tree shrew,CD2APli1,0,0.716241373,0.472,0.351,0,endothelial
Tree shrew,LAMP2,0,0.71511086,0.408,0.262,0,endothelial
Tree shrew,CA054,0,0.714755121,0.178,0.016,0,endothelial
Tree shrew,HOXB7,0,0.714367948,0.26,0.073,0,endothelial
Tree shrew,FZD8,0,0.712214331,0.206,0.022,0,endothelial
Tree shrew,MPRIP,0,0.712068135,0.34,0.208,0,endothelial
Tree shrew,DOCK6,0,0.711048806,0.216,0.029,0,endothelial
Tree shrew,CLEC7A,0,0.706545466,0.25,0.048,0,endothelial
Tree shrew,HLA-E,0,0.706408447,0.25,0.133,0,endothelial
Tree shrew,CD40,0,0.706215781,0.21,0.025,0,endothelial
Tree shrew,TMCC3,0,0.706189946,0.197,0.017,0,endothelial
Tree shrew,VPS45,0,0.705958833,0.596,0.456,0,endothelial
Tree shrew,TUBB5li3,0,0.705778911,0.343,0.185,0,endothelial
Tree shrew,RBP7,0,0.705336721,0.124,0.009,0,endothelial
Tree shrew,SLC22A23li1,0,0.702034002,0.213,0.05,0,endothelial
Tree shrew,PLXNA2,0,0.701136173,0.209,0.034,0,endothelial
Tree shrew,PTGES3li5,0,0.699916763,0.58,0.477,0,endothelial
Tree shrew,AIDA,0,0.699440757,0.344,0.192,0,endothelial
Tree shrew,HTRA1,0,0.699291922,0.344,0.096,0,endothelial
Tree shrew,TRIB2,0,0.69532373,0.245,0.075,0,endothelial
Tree shrew,MBNL2,0,0.695219575,0.437,0.334,0,endothelial
Tree shrew,PLEKHG1,0,0.694394909,0.208,0.045,0,endothelial
Tree shrew,IQCJ-SCHIP1li1,0,0.693718702,0.181,0.052,0,endothelial
Tree shrew,SH2B3,0,0.689616886,0.336,0.152,0,endothelial
Tree shrew,GIMAP7,0,0.68775334,0.636,0.256,0,endothelial
Tree shrew,CALM1-AS-3,0,0.684879938,0.39,0.295,0,endothelial
Tree shrew,FCHO2,0,0.680055091,0.324,0.177,0,endothelial
Tree shrew,SHE,0,0.679213624,0.183,0.011,0,endothelial
Tree shrew,LAPTM4A,0,0.67919285,0.561,0.452,0,endothelial
Tree shrew,ECSCR,0,0.678991007,0.182,0.015,0,endothelial
Tree shrew,AKT3,0,0.678838385,0.268,0.11,0,endothelial
Tree shrew,ELOVL1li1,0,0.675513902,0.265,0.11,0,endothelial
Tree shrew,QKI,0,0.675288716,0.56,0.454,0,endothelial
Tree shrew,TMEM123,0,0.675277516,0.377,0.24,0,endothelial
Tree shrew,POLE4,0,0.673046091,0.553,0.46,0,endothelial
Tree shrew,MX2,0,0.672869926,0.47,0.307,0,endothelial
Tree shrew,STX3,0,0.670213395,0.212,0.054,0,endothelial
Tree shrew,WSB1li1,0,0.66818854,0.394,0.273,0,endothelial
Tree shrew,SWAP70,0,0.667779761,0.282,0.146,0,endothelial
Tree shrew,TMOD3,0,0.667266867,0.388,0.254,0,endothelial
Tree shrew,HTRA4,0,0.667019601,0.172,0.013,0,endothelial
Tree shrew,PPP1R16B,0,0.666776834,0.227,0.047,0,endothelial
Tree shrew,UBE2D1,0,0.665690216,0.314,0.179,0,endothelial
Tree shrew,LORF2li15,0,0.665061714,0.205,0.073,0,endothelial
Tree shrew,SP110,0,0.664354717,0.286,0.116,0,endothelial
Tree shrew,SMURF2,0,0.66241323,0.307,0.171,0,endothelial
Tree shrew,HDAC7,0,0.661921299,0.275,0.123,0,endothelial
Tree shrew,CAMSAP2,0,0.661092207,0.277,0.142,0,endothelial
Tree shrew,DOK6,0,0.660849222,0.186,0.018,0,endothelial
Tree shrew,KLF10,0,0.659905525,0.323,0.189,0,endothelial
Tree shrew,SNAI1,0,0.659561933,0.185,0.028,0,endothelial
Tree shrew,MXD4,0,0.659520399,0.364,0.233,0,endothelial
Tree shrew,F2RL3,0,0.655099852,0.144,0.008,0,endothelial
Tree shrew,PDLIM1,0,0.654553813,0.434,0.341,0,endothelial
Tree shrew,UACA,0,0.654488828,0.189,0.024,0,endothelial
Tree shrew,ETS2,0,0.648916653,0.561,0.408,0,endothelial
Tree shrew,L1RE1li257,0,0.648301405,0.244,0.072,0,endothelial
Tree shrew,FGFR1,0,0.648060874,0.296,0.105,0,endothelial
Tree shrew,TBA1Bli1,0,0.646659328,0.652,0.543,0,endothelial
Tree shrew,ROCK2,0,0.646539068,0.543,0.449,0,endothelial
Tree shrew,ADAM22,0,0.642925658,0.182,0.039,0,endothelial
Tree shrew,GSTO2,0,0.642524485,0.503,0.406,0,endothelial
Tree shrew,HSPG2,0,0.640683289,0.274,0.135,0,endothelial
Tree shrew,ZBTB46,0,0.639913261,0.193,0.041,0,endothelial
Tree shrew,MATN2,0,0.639207327,0.192,0.02,0,endothelial
Tree shrew,ARSB,0,0.638084662,0.21,0.061,0,endothelial
Tree shrew,KIF1C,0,0.637660391,0.272,0.156,0,endothelial
Tree shrew,ARHGAP18,0,0.637013835,0.439,0.331,0,endothelial
Tree shrew,NEDD9,0,0.634938456,0.318,0.179,0,endothelial
Tree shrew,PROCR,0,0.634434509,0.171,0.023,0,endothelial
Tree shrew,PRR12,0,0.63441404,0.185,0.024,0,endothelial
Tree shrew,SH3GLB1,0,0.633438286,0.392,0.287,0,endothelial
Tree shrew,PLEKHO2,0,0.633096768,0.228,0.074,0,endothelial
Tree shrew,TLNRD1,0,0.633076087,0.283,0.15,0,endothelial
Tree shrew,ANXA11,0,0.632960552,0.507,0.413,0,endothelial
Tree shrew,SGMS1,0,0.631852205,0.406,0.259,0,endothelial
Tree shrew,NFAT5,0,0.63070917,0.48,0.411,0,endothelial
Tree shrew,KMT2E,0,0.630420482,0.433,0.302,0,endothelial
Tree shrew,DYNC1I2,0,0.623920957,0.445,0.35,0,endothelial
Tree shrew,CD55li1,0,0.62272831,0.45,0.297,0,endothelial
Tree shrew,KLHL4li1,0,0.622150796,0.169,0.012,0,endothelial
Tree shrew,P2RX4,0,0.622083561,0.231,0.096,0,endothelial
Tree shrew,PDIA3,0,0.621789736,0.633,0.556,0,endothelial
Tree shrew,RDX,0,0.619347582,0.489,0.393,0,endothelial
Tree shrew,HMGB2li5,0,0.618689438,0.426,0.185,0,endothelial
Tree shrew,MAP4,0,0.618568545,0.317,0.203,0,endothelial
Tree shrew,TCN2,0,0.617391719,0.185,0.031,0,endothelial
Tree shrew,CDC42BPB,0,0.615034346,0.324,0.214,0,endothelial
Tree shrew,MYO1B,0,0.610949692,0.168,0.015,0,endothelial
Tree shrew,RNF145,0,0.610246439,0.255,0.143,0,endothelial
Tree shrew,SNAP23li1,0,0.610137486,0.227,0.087,0,endothelial
Tree shrew,XBP1,0,0.609370938,0.411,0.298,0,endothelial
Tree shrew,PIEZO1,0,0.608114152,0.204,0.05,0,endothelial
Tree shrew,SNX2,0,0.605428457,0.412,0.315,0,endothelial
Tree shrew,HSPA1li1,0,0.605399063,0.694,0.596,0,endothelial
Tree shrew,CD58li1,0,0.604718253,0.331,0.185,0,endothelial
Tree shrew,DAAM1,0,0.603464732,0.269,0.16,0,endothelial
Tree shrew,RNF217,0,0.602438636,0.278,0.176,0,endothelial
Tree shrew,SMAD1,0,0.600927228,0.189,0.053,0,endothelial
Tree shrew,JAK2,0,0.599470302,0.245,0.103,0,endothelial
Tree shrew,PIM3,0,0.599222129,0.238,0.104,0,endothelial
Tree shrew,NIPAL3,0,0.598305793,0.218,0.083,0,endothelial
Tree shrew,SHROOM4,0,0.598304229,0.196,0.057,0,endothelial
Tree shrew,CNKSR3li1,0,0.598270602,0.163,0.023,0,endothelial
Tree shrew,NID1,0,0.597725259,0.208,0.041,0,endothelial
Tree shrew,ZBTB22,0,0.597134991,0.463,0.372,0,endothelial
Tree shrew,CDC42EP4,0,0.595440647,0.489,0.353,0,endothelial
Tree shrew,EVI5,0,0.595431958,0.325,0.222,0,endothelial
Tree shrew,NLRC3li1,0,0.595384188,0.872,0.878,0,endothelial
Tree shrew,ELF2,0,0.595369825,0.419,0.327,0,endothelial
Tree shrew,NAB1,0,0.595239266,0.362,0.274,0,endothelial
Tree shrew,PRKD3,0,0.595153833,0.247,0.125,0,endothelial
Tree shrew,FAM110D,0,0.593172186,0.155,0.01,0,endothelial
Tree shrew,CYP27A1,0,0.588850196,0.18,0.027,0,endothelial
Tree shrew,EPS15,0,0.588376406,0.348,0.236,0,endothelial
Tree shrew,RNF125,0,0.587386804,0.267,0.115,0,endothelial
Tree shrew,CRISPLD1,0,0.587302081,0.158,0.008,0,endothelial
Tree shrew,RNF138,0,0.585938108,0.227,0.099,0,endothelial
Tree shrew,PPARG,0,0.585805282,0.164,0.019,0,endothelial
Tree shrew,ANP32B,0,0.585721731,0.479,0.421,0,endothelial
Tree shrew,KDELR2,0,0.585671841,0.364,0.261,0,endothelial
Tree shrew,PRICKLE1,0,0.585508699,0.172,0.019,0,endothelial
Tree shrew,SEPTIN10li2,0,0.584164616,0.261,0.142,0,endothelial
Tree shrew,MAP7D1,0,0.583933947,0.354,0.25,0,endothelial
Tree shrew,HIP1,0,0.582919441,0.274,0.163,0,endothelial
Tree shrew,ASAP2,0,0.581329337,0.185,0.037,0,endothelial
Tree shrew,BMP2,0,0.580911236,0.155,0.017,0,endothelial
Tree shrew,MTSS1,0,0.580240696,0.469,0.353,0,endothelial
Tree shrew,LTBR,0,0.578764397,0.323,0.222,0,endothelial
Tree shrew,RCBTB2,0,0.577307763,0.231,0.124,0,endothelial
Tree shrew,BMPR2-AS-3,0,0.577189148,0.186,0.055,0,endothelial
Tree shrew,USHBP1,0,0.576642744,0.166,0.009,0,endothelial
Tree shrew,GNAQli1,0,0.575671237,0.455,0.368,0,endothelial
Tree shrew,DOCK1,0,0.575583457,0.314,0.22,0,endothelial
Tree shrew,CMTM8,0,0.574980496,0.153,0.006,0,endothelial
Tree shrew,TMEM44,0,0.574132054,0.161,0.015,0,endothelial
Tree shrew,GSDMD,0,0.574063482,0.297,0.172,0,endothelial
Tree shrew,CALD1,0,0.574004739,0.632,0.467,0,endothelial
Tree shrew,CYB5A,0,0.573998655,0.536,0.423,0,endothelial
Tree shrew,VCAM1,0,0.573829796,0.189,0.038,0,endothelial
Tree shrew,TPT1li13,0,0.573222229,0.953,0.924,0,endothelial
Tree shrew,ITPKB,0,0.572174196,0.211,0.057,0,endothelial
Tree shrew,SULT1A1,0,0.571911598,0.191,0.048,0,endothelial
Tree shrew,ACAP2,0,0.571366752,0.431,0.325,0,endothelial
Tree shrew,TANC2,0,0.570265844,0.176,0.052,0,endothelial
Tree shrew,MEIS2,0,0.569707327,0.388,0.302,0,endothelial
Tree shrew,YBX3li1,0,0.569351139,0.545,0.463,0,endothelial
Tree shrew,NFE2L2,0,0.56905681,0.461,0.334,0,endothelial
Tree shrew,L1RE1li109,0,0.568738339,0.124,0.027,0,endothelial
Tree shrew,CDH13,0,0.568547152,0.652,0.574,0,endothelial
Tree shrew,RASSF3,0,0.567645267,0.22,0.096,0,endothelial
Tree shrew,LDLRAD4,0,0.566842637,0.268,0.141,0,endothelial
Tree shrew,BAZ2A,0,0.56616771,0.364,0.283,0,endothelial
Tree shrew,CCNYli1,0,0.564994942,0.279,0.18,0,endothelial
Tree shrew,RBPMS,0,0.564219215,0.238,0.084,0,endothelial
Tree shrew,ITPRIPL2,0,0.563707066,0.209,0.057,0,endothelial
Tree shrew,PTBP3li1,0,0.562911512,0.403,0.293,0,endothelial
Tree shrew,RCN1,0,0.561528183,0.503,0.416,0,endothelial
Tree shrew,SNTB2,0,0.560579013,0.306,0.18,0,endothelial
Tree shrew,RALA,0,0.560338449,0.299,0.214,0,endothelial
Tree shrew,INHBB,0,0.560283433,0.121,0.01,0,endothelial
Tree shrew,KAT6A,0,0.557695823,0.356,0.273,0,endothelial
Tree shrew,VNN2,0,0.556175975,0.173,0.059,0,endothelial
Tree shrew,RGS3,0,0.555830821,0.198,0.069,0,endothelial
Tree shrew,BASP1,0,0.554457326,0.248,0.068,0,endothelial
Tree shrew,RHOU,0,0.552505176,0.208,0.083,0,endothelial
Tree shrew,CDK6,0,0.552432815,0.378,0.297,0,endothelial
Tree shrew,TIMP2,0,0.551041711,0.396,0.207,0,endothelial
Tree shrew,CCSAP,0,0.551022086,0.153,0.037,0,endothelial
Tree shrew,TCF7L2,0,0.550344711,0.262,0.152,0,endothelial
Tree shrew,MS4A1,0,0.549884219,0.145,0.018,0,endothelial
Tree shrew,SERINC5,0,0.549195362,0.2,0.091,0,endothelial
Tree shrew,MAN1C1,0,0.548612693,0.168,0.032,0,endothelial
Tree shrew,PATR-Ali5,0,0.547974652,0.508,0.287,0,endothelial
Tree shrew,GIT1,0,0.546771507,0.185,0.059,0,endothelial
Tree shrew,DNAJC10,0,0.545634944,0.291,0.207,0,endothelial
Tree shrew,PPIB,0,0.545161759,0.643,0.58,0,endothelial
Tree shrew,CD200,0,0.544381817,0.259,0.168,0,endothelial
Tree shrew,PELI2,0,0.544040046,0.172,0.035,0,endothelial
Tree shrew,CDIPT,0,0.543714605,0.277,0.172,0,endothelial
Tree shrew,ARRDC2,0,0.543369062,0.233,0.079,0,endothelial
Tree shrew,ZNF503,0,0.543184711,0.17,0.025,0,endothelial
Tree shrew,DISC1,0,0.542973667,0.16,0.027,0,endothelial
Tree shrew,REEP3,0,0.542960135,0.363,0.28,0,endothelial
Tree shrew,ARHGDIB,0,0.542261073,0.622,0.285,0,endothelial
Tree shrew,PCMTD1,0,0.539614015,0.495,0.438,0,endothelial
Tree shrew,TNFAIP8L1,0,0.539109557,0.138,0.013,0,endothelial
Tree shrew,CNDP2,0,0.53794207,0.229,0.106,0,endothelial
Tree shrew,P2RX7,0,0.536503798,0.173,0.05,0,endothelial
Tree shrew,BFSP2,0,0.536380328,0.138,0.01,0,endothelial
Tree shrew,RNF103,0,0.536321922,0.461,0.4,0,endothelial
Tree shrew,PDE2A,0,0.536226379,0.226,0.111,0,endothelial
Tree shrew,CDK17,0,0.535024454,0.208,0.087,0,endothelial
Tree shrew,GMFG,0,0.534820767,0.589,0.274,0,endothelial
Tree shrew,MYLK,0,0.534655457,0.164,0.023,0,endothelial
Tree shrew,LINC-BCR-3,0,0.534298588,0.134,0.023,0,endothelial
Tree shrew,SDCBPli1,0,0.532884469,0.533,0.436,0,endothelial
Tree shrew,SCAF11li1,0,0.53215391,0.563,0.508,0,endothelial
Tree shrew,MAP4K4,0,0.529865339,0.342,0.256,0,endothelial
Tree shrew,DNER,0,0.529241009,0.141,0.021,0,endothelial
Tree shrew,CMIP,0,0.52919713,0.355,0.283,0,endothelial
Tree shrew,KDM5A,0,0.528893307,0.412,0.348,0,endothelial
Tree shrew,GFOD2,0,0.525110882,0.165,0.043,0,endothelial
Tree shrew,TDRP,0,0.524955755,0.161,0.049,0,endothelial
Tree shrew,DUSP1,0,0.524836374,0.565,0.42,0,endothelial
Tree shrew,NUCB1,0,0.524536348,0.455,0.394,0,endothelial
Tree shrew,FRMD4A,0,0.5240827,0.165,0.036,0,endothelial
Tree shrew,PSMB8,0,0.523993178,0.573,0.303,0,endothelial
Tree shrew,TNFRSF23li1,0,0.521373305,0.141,0.019,0,endothelial
Tree shrew,LIMS1,0,0.519301345,0.305,0.218,0,endothelial
Tree shrew,SSBP4li1,0,0.519171048,0.263,0.15,0,endothelial
Tree shrew,TNFAIP1,0,0.519020969,0.208,0.099,0,endothelial
Tree shrew,BCR,0,0.518532635,0.143,0.024,0,endothelial
Tree shrew,MPP5,0,0.517101874,0.192,0.093,0,endothelial
Tree shrew,VGLL4,0,0.516169895,0.282,0.193,0,endothelial
Tree shrew,CALU,0,0.513232339,0.405,0.34,0,endothelial
Tree shrew,AHR,0,0.512037994,0.249,0.108,0,endothelial
Tree shrew,BEND7,0,0.512005804,0.394,0.311,0,endothelial
Tree shrew,NEMP2,0,0.511909886,0.198,0.095,0,endothelial
Tree shrew,CDYLli2,0,0.510024698,0.215,0.12,0,endothelial
Tree shrew,DHX36,0,0.508936272,0.346,0.297,0,endothelial
Tree shrew,VAMP3,0,0.508506265,0.33,0.255,0,endothelial
Tree shrew,LY96,0,0.508421362,0.159,0.03,0,endothelial
Tree shrew,KRTCAP2,0,0.508105651,0.416,0.35,0,endothelial
Tree shrew,PRKACB,0,0.506675462,0.266,0.169,0,endothelial
Tree shrew,POGLUT3,0,0.506085776,0.259,0.16,0,endothelial
Tree shrew,MAGT1li1,0,0.506030924,0.364,0.3,0,endothelial
Tree shrew,NOVA2,0,0.505216595,0.142,0.007,0,endothelial
Tree shrew,GIPC3,0,0.503069938,0.14,0.007,0,endothelial
Tree shrew,RAPGEF3,0,0.501383649,0.132,0.011,0,endothelial
Tree shrew,TGTP1,0,0.4989948,0.124,0.015,0,endothelial
Tree shrew,B4GALT7,0,0.498974023,0.264,0.175,0,endothelial
Tree shrew,PMP22,0,0.498147337,0.398,0.098,0,endothelial
Tree shrew,PKP4,0,0.498039145,0.39,0.337,0,endothelial
Tree shrew,RAP1B,0,0.497969341,0.49,0.411,0,endothelial
Tree shrew,MANSC1,0,0.497540177,0.15,0.013,0,endothelial
Tree shrew,EPN2,0,0.496770164,0.182,0.07,0,endothelial
Tree shrew,DEGS1,0,0.494856412,0.275,0.186,0,endothelial
Tree shrew,MEF2C,0,0.492752803,0.221,0.119,0,endothelial
Tree shrew,FAT4,0,0.492555422,0.15,0.027,0,endothelial
Tree shrew,L1RE1-AS-41,0,0.492100696,0.164,0.036,0,endothelial
Tree shrew,COL18A1,0,0.491674202,0.154,0.022,0,endothelial
Tree shrew,DOC2B,0,0.491260539,0.128,0.013,0,endothelial
Tree shrew,TAOK1,0,0.489743008,0.38,0.329,0,endothelial
Tree shrew,KIAA1522,0,0.489241759,0.142,0.023,0,endothelial
Tree shrew,MPDZ,0,0.488612749,0.218,0.134,0,endothelial
Tree shrew,KANK2,0,0.488526154,0.178,0.058,0,endothelial
Tree shrew,TSPAN14,0,0.488524989,0.264,0.182,0,endothelial
Tree shrew,OLFML2A,0,0.487711214,0.143,0.014,0,endothelial
Tree shrew,COMTD1,0,0.487518944,0.216,0.132,0,endothelial
Tree shrew,MME,0,0.487137549,0.137,0.019,0,endothelial
Tree shrew,WASL,0,0.48694975,0.429,0.37,0,endothelial
Tree shrew,SMARCE1,0,0.483779388,0.413,0.355,0,endothelial
Tree shrew,HS3ST3B1,0,0.48365591,0.132,0.014,0,endothelial
Tree shrew,PF4,0,0.482975873,0.209,0.061,0,endothelial
Tree shrew,CDH13-AS-5,0,0.481251912,0.121,0.004,0,endothelial
Tree shrew,RTP3li1,0,0.47623644,0.132,0.006,0,endothelial
Tree shrew,PARVA,0,0.476146592,0.22,0.134,0,endothelial
Tree shrew,DLL1,0,0.476004661,0.136,0.021,0,endothelial
Tree shrew,NTN4,0,0.475956082,0.13,0.019,0,endothelial
Tree shrew,ARHGDIA,0,0.475386467,0.436,0.37,0,endothelial
Tree shrew,CREB3L2,0,0.475339666,0.276,0.195,0,endothelial
Tree shrew,TMC6,0,0.474126219,0.16,0.052,0,endothelial
Tree shrew,KHDRBS3,0,0.472754488,0.227,0.151,0,endothelial
Tree shrew,PCBP1,0,0.472258059,0.635,0.596,0,endothelial
Tree shrew,TSC22D3,0,0.471925225,0.572,0.359,0,endothelial
Tree shrew,DNAJC3,0,0.471419388,0.512,0.463,0,endothelial
Tree shrew,ADCY4,0,0.471192575,0.15,0.031,0,endothelial
Tree shrew,DYNC1LI2,0,0.470956036,0.333,0.285,0,endothelial
Tree shrew,NENF,0,0.470479202,0.437,0.397,0,endothelial
Tree shrew,TMEM50B,0,0.469295008,0.313,0.245,0,endothelial
Tree shrew,SRI,0,0.469077421,0.489,0.302,0,endothelial
Tree shrew,TMEM140,0,0.468999092,0.162,0.036,0,endothelial
Tree shrew,ZNF326,0,0.468293412,0.43,0.378,0,endothelial
Tree shrew,LFNG,0,0.468267976,0.169,0.053,0,endothelial
Tree shrew,QPCT,0,0.466294268,0.149,0.027,0,endothelial
Tree shrew,RASA1li1,0,0.465814062,0.243,0.167,0,endothelial
Tree shrew,AGGF1,0,0.465107141,0.331,0.274,0,endothelial
Tree shrew,ARHGAP27,0,0.464689878,0.156,0.037,0,endothelial
Tree shrew,DCBLD1,0,0.464000846,0.164,0.068,0,endothelial
Tree shrew,ZDHHC14,0,0.460786235,0.152,0.04,0,endothelial
Tree shrew,TTLL7,0,0.460739772,0.158,0.071,0,endothelial
Tree shrew,PPP2CB,0,0.459972815,0.304,0.243,0,endothelial
Tree shrew,EIF3A,0,0.458217816,0.631,0.596,0,endothelial
Tree shrew,BTNL9,0,0.45590666,0.133,0.027,0,endothelial
Tree shrew,STXBP1,0,0.455339927,0.184,0.097,0,endothelial
Tree shrew,WNT2,0,0.452893347,0.105,0.005,0,endothelial
Tree shrew,ADAMTSL1,0,0.448236918,0.122,0.01,0,endothelial
Tree shrew,TPRG1L,0,0.445836326,0.371,0.332,0,endothelial
Tree shrew,PHF3,0,0.445682935,0.565,0.539,0,endothelial
Tree shrew,SEPTIN7,0,0.4456323,0.533,0.474,0,endothelial
Tree shrew,TES,0,0.442833459,0.176,0.057,0,endothelial
Tree shrew,CSF3,0,0.442504976,0.156,0.064,0,endothelial
Tree shrew,XIAPli1,0,0.441488801,0.322,0.276,0,endothelial
Tree shrew,PTPRK,0,0.439624337,0.132,0.019,0,endothelial
Tree shrew,PPP1CB,0,0.437883122,0.413,0.383,0,endothelial
Tree shrew,SPAG9,0,0.434961495,0.326,0.285,0,endothelial
Tree shrew,ACTN4,0,0.433931666,0.363,0.319,0,endothelial
Tree shrew,SH2B2,0,0.431955512,0.144,0.036,0,endothelial
Tree shrew,SBDS,0,0.430924597,0.646,0.592,0,endothelial
Tree shrew,CAPZA2li1,0,0.43029657,0.513,0.477,0,endothelial
Tree shrew,PHLDA2,0,0.426415549,0.12,0.023,0,endothelial
Tree shrew,PPP2R5E,0,0.425089166,0.363,0.333,0,endothelial
Tree shrew,VWA1,0,0.424270771,0.121,0.017,0,endothelial
Tree shrew,PIK3CA,0,0.423914919,0.299,0.252,0,endothelial
Tree shrew,GPRC5C,0,0.422564838,0.122,0.018,0,endothelial
Tree shrew,CLTA,0,0.422547439,0.543,0.504,0,endothelial
Tree shrew,PEAK1,0,0.420312207,0.163,0.069,0,endothelial
Tree shrew,WASF2,0,0.418584461,0.42,0.375,0,endothelial
Tree shrew,SCML4,0,0.41857554,0.187,0.063,0,endothelial
Tree shrew,GNB2,0,0.417316823,0.44,0.406,0,endothelial
Tree shrew,TEAD2,0,0.413357086,0.114,0.014,0,endothelial
Tree shrew,ZFPM2,0,0.412930607,0.131,0.024,0,endothelial
Tree shrew,EIF5li2,0,0.411642274,0.644,0.587,0,endothelial
Tree shrew,RIMKLB,0,0.410877644,0.122,0.018,0,endothelial
Tree shrew,SPTLC2,0,0.410635288,0.293,0.258,0,endothelial
Tree shrew,CDC37,0,0.409727066,0.399,0.366,0,endothelial
Tree shrew,RHEB,0,0.408909425,0.451,0.419,0,endothelial
Tree shrew,CHST1,0,0.408752203,0.129,0.036,0,endothelial
Tree shrew,MCF2L,0,0.404693805,0.107,0.013,0,endothelial
Tree shrew,TSHZ3,0,0.404082111,0.113,0.009,0,endothelial
Tree shrew,UBBliN,0,0.403973646,0.897,0.875,0,endothelial
Tree shrew,RAB7A,0,0.403308909,0.435,0.402,0,endothelial
Tree shrew,CARD10,0,0.403036576,0.111,0.009,0,endothelial
Tree shrew,SERPINE2,0,0.401907307,0.201,0.042,0,endothelial
Tree shrew,SHANK3liN,0,0.400770698,0.107,0.005,0,endothelial
Tree shrew,VSIR,0,0.398912916,0.319,0.156,0,endothelial
Tree shrew,EPHA4,0,0.398891546,0.101,0.005,0,endothelial
Tree shrew,AGRN,0,0.395957768,0.131,0.032,0,endothelial
Tree shrew,ANO6,0,0.394243505,0.315,0.286,0,endothelial
Tree shrew,EBF1,0,0.393583965,0.162,0.041,0,endothelial
Tree shrew,TM9SF2li1,0,0.393138535,0.468,0.447,0,endothelial
Tree shrew,PTPRM-AS-2,0,0.391982948,0.115,0.029,0,endothelial
Tree shrew,HSPA12B,0,0.391524584,0.108,0.009,0,endothelial
Tree shrew,ITGA8,0,0.390522662,0.101,0.009,0,endothelial
Tree shrew,MRC1,0,0.390263248,0.193,0.072,0,endothelial
Tree shrew,RAB3D,0,0.386317093,0.124,0.025,0,endothelial
Tree shrew,PDCD6IP,0,0.385202485,0.345,0.321,0,endothelial
Tree shrew,ADORA2Ali1,0,0.384549993,0.113,0.021,0,endothelial
Tree shrew,XG,0,0.382971294,0.124,0.025,0,endothelial
Tree shrew,TJP2,0,0.382842019,0.106,0.013,0,endothelial
Tree shrew,SOX7,0,0.377874086,0.1,0.006,0,endothelial
Tree shrew,KANK3,0,0.372821401,0.1,0.011,0,endothelial
Tree shrew,EVA1C,0,0.371627034,0.118,0.032,0,endothelial
Tree shrew,AZGP1,0,0.369116368,0.13,0.031,0,endothelial
Tree shrew,ABCC9,0,0.362118465,0.107,0.015,0,endothelial
Tree shrew,ANXA3,0,0.358394148,0.123,0.027,0,endothelial
Tree shrew,MN1,0,0.355039161,0.107,0.018,0,endothelial
Tree shrew,TARM1li1,0,0.351197043,0.125,0.029,0,endothelial
Tree shrew,CLEC2B,0,0.338327289,0.296,0.134,0,endothelial
Tree shrew,CHST7,0,0.335954399,0.101,0.016,0,endothelial
Tree shrew,CMTM5,0,0.3319801,0.107,0.015,0,endothelial
Tree shrew,PPIAli29,0,0.329347215,0.9,0.854,0,endothelial
